StudentID,Name,Class,Term,Subject,Marks
S004,Gihan de Silva,10F,2,History,57
S004,Gihan de Silva,10F,2,Sinhala,48
S005,Charith Fernando,10D,1,Mathematics,39
S005,Charith Fernando,10D,1,Science,48
S005,Charith Fernando,10D,1,English,47
S005,Charith Fernando,10D,1,ICT,42
S005,Charith Fernando,10D,1,History,51
S005,Charith Fernando,10D,1,Sinhala,50
S005,Charith Fernando,10D,2,Mathematics,44
S005,Charith Fernando,10D,2,Science,50
S005,Charith Fernando,10D,2,English,44
S005,Charith Fernando,10D,2,ICT,48
S005,Charith Fernando,10D,2,History,50
S005,Charith Fernando,10D,2,Sinhala,48
S006,Sashen Almeida,10C,1,Mathematics,63
S006,Sashen Almeida,10C,1,Science,79
S006,Sashen Almeida,10C,1,English,64
S006,Sashen Almeida,10C,1,ICT,69
S006,Sashen Almeida,10C,1,History,65
S006,Sashen Almeida,10C,1,Sinhala,55
S006,Sashen Almeida,10C,2,Mathematics,60
S006,Sashen Almeida,10C,2,Science,65
S006,Sashen Almeida,10C,2,English,61
S006,Sashen Almeida,10C,2,ICT,57
S006,Sashen Almeida,10C,2,History,63
S006,Sashen Almeida,10C,2,Sinhala,46
S007,Nadun Thabrew,10E,1,Mathematics,70
S007,Nadun Thabrew,10E,1,Science,70
S007,Nadun Thabrew,10E,1,English,63
S007,Nadun Thabrew,10E,1,ICT,71
S007,Nadun Thabrew,10E,1,History,71
S007,Nadun Thabrew,10E,1,Sinhala,60
S007,Nadun Thabrew,10E,2,Mathematics,74
S007,Nadun Thabrew,10E,2,Science,69
S007,Nadun Thabrew,10E,2,English,60
S007,Nadun Thabrew,10E,2,ICT,73
S007,Nadun Thabrew,10E,2,History,69
S007,Nadun Thabrew,10E,2,Sinhala,68
S008,Janith Perera,10B,1,Mathematics,51
S008,Janith Perera,10B,1,Science,56
S008,Janith Perera,10B,1,English,66
S008,Janith Perera,10B,1,ICT,63
S008,Janith Perera,10B,1,History,55
S008,Janith Perera,10B,1,Sinhala,60
S008,Janith Perera,10B,2,Mathematics,47
S008,Janith Perera,10B,2,Science,62
S008,Janith Perera,10B,2,English,64
S008,Janith Perera,10B,2,ICT,59
S008,Janith Perera,10B,2,History,64
S008,Janith Perera,10B,2,Sinhala,59
S009,Binura Alles,10B,1,Mathematics,74
S009,Binura Alles,10B,1,Science,74
S009,Binura Alles,10B,1,English,66
S009,Binura Alles,10B,1,ICT,81
S009,Binura Alles,10B,1,History,71
S009,Binura Alles,10B,1,Sinhala,68
S009,Binura Alles,10B,2,Mathematics,83
S009,Binura Alles,10B,2,Science,84
S009,Binura Alles,10B,2,English,81
S009,Binura Alles,10B,2,ICT,87
S009,Binura Alles,10B,2,History,84
S009,Binura Alles,10B,2,Sinhala,86
S010,Radith Perera,10A,1,Mathematics,71
S010,Radith Perera,10A,1,Science,72
S010,Radith Perera,10A,1,English,83
S010,Radith Perera,10A,1,ICT,85
S010,Radith Perera,10A,1,History,80
S010,Radith Perera,10A,1,Sinhala,86
S010,Radith Perera,10A,2,Mathematics,77
S010,Radith Perera,10A,2,Science,84
S010,Radith Perera,10A,2,English,95
S010,Radith Perera,10A,2,ICT,96
S010,Radith Perera,10A,2,History,89
S010,Radith Perera,10A,2,Sinhala,100
S011,Binura Gomes,10E,1,Mathematics,64
S011,Binura Gomes,10E,1,Science,49
S011,Binura Gomes,10E,1,English,59
S011,Binura Gomes,10E,1,ICT,49
S011,Binura Gomes,10E,1,History,50
S011,Binura Gomes,10E,1,Sinhala,58
S011,Binura Gomes,10E,2,Mathematics,48
S011,Binura Gomes,10E,2,Science,45
S011,Binura Gomes,10E,2,English,46
S011,Binura Gomes,10E,2,ICT,51
S011,Binura Gomes,10E,2,History,47
S011,Binura Gomes,10E,2,Sinhala,47
S012,Vimath Almeida,10A,1,Mathematics,62
S012,Vimath Almeida,10A,1,Science,75
S012,Vimath Almeida,10A,1,English,63
S012,Vimath Almeida,10A,1,ICT,60
S012,Vimath Almeida,10A,1,History,65
S012,Vimath Almeida,10A,1,Sinhala,62
S012,Vimath Almeida,10A,2,Mathematics,59
S012,Vimath Almeida,10A,2,Science,66
S012,Vimath Almeida,10A,2,English,55
S012,Vimath Almeida,10A,2,ICT,57
S012,Vimath Almeida,10A,2,History,68
S012,Vimath Almeida,10A,2,Sinhala,61
S013,Hasith Nonis,10A,1,Mathematics,19
S013,Hasith Nonis,10A,1,Science,23
S013,Hasith Nonis,10A,1,English,29
S013,Hasith Nonis,10A,1,ICT,24
S013,Hasith Nonis,10A,1,History,27
S013,Hasith Nonis,10A,1,Sinhala,24
S013,Hasith Nonis,10A,2,Mathematics,37
S013,Hasith Nonis,10A,2,Science,34
S013,Hasith Nonis,10A,2,English,38
S013,Hasith Nonis,10A,2,ICT,40
S013,Hasith Nonis,10A,2,History,36
S013,Hasith Nonis,10A,2,Sinhala,36
S014,Pasan Almeida,10C,1,Mathematics,60
S014,Pasan Almeida,10C,1,Science,68
S014,Pasan Almeida,10C,1,English,66
S014,Pasan Almeida,10C,1,ICT,67
S014,Pasan Almeida,10C,1,History,69
S014,Pasan Almeida,10C,1,Sinhala,72
S014,Pasan Almeida,10C,2,Mathematics,47
S014,Pasan Almeida,10C,2,Science,57
S014,Pasan Almeida,10C,2,English,55
S014,Pasan Almeida,10C,2,ICT,55
S014,Pasan Almeida,10C,2,History,62
S014,Pasan Almeida,10C,2,Sinhala,64
S015,Ometh Almeida,10F,1,Mathematics,71
S015,Ometh Almeida,10F,1,Science,65
S015,Ometh Almeida,10F,1,English,67
S015,Ometh Almeida,10F,1,ICT,80
S015,Ometh Almeida,10F,1,History,76
S015,Ometh Almeida,10F,1,Sinhala,75
S015,Ometh Almeida,10F,2,Mathematics,75
S015,Ometh Almeida,10F,2,Science,66
S015,Ometh Almeida,10F,2,English,71
S015,Ometh Almeida,10F,2,ICT,74
S015,Ometh Almeida,10F,2,History,75
S015,Ometh Almeida,10F,2,Sinhala,72
S016,Vimath Thabrew,10A,1,Mathematics,65
S016,Vimath Thabrew,10A,1,Science,58
S016,Vimath Thabrew,10A,1,English,73
S016,Vimath Thabrew,10A,1,ICT,62
S016,Vimath Thabrew,10A,1,History,66
S016,Vimath Thabrew,10A,1,Sinhala,71
S016,Vimath Thabrew,10A,2,Mathematics,63
S016,Vimath Thabrew,10A,2,Science,62
S016,Vimath Thabrew,10A,2,English,76
S016,Vimath Thabrew,10A,2,ICT,64
S016,Vimath Thabrew,10A,2,History,61
S016,Vimath Thabrew,10A,2,Sinhala,74
S017,Vimath Mendis,10F,1,Mathematics,65
S017,Vimath Mendis,10F,1,Science,63
S017,Vimath Mendis,10F,1,English,67
S017,Vimath Mendis,10F,1,ICT,60
S017,Vimath Mendis,10F,1,History,62
S017,Vimath Mendis,10F,1,Sinhala,65
S017,Vimath Mendis,10F,2,Mathematics,63
S017,Vimath Mendis,10F,2,Science,60
S017,Vimath Mendis,10F,2,English,69
S017,Vimath Mendis,10F,2,ICT,70
S017,Vimath Mendis,10F,2,History,62
S017,Vimath Mendis,10F,2,Sinhala,67
S018,Charith Peiris,10D,1,Mathematics,73
S018,Charith Peiris,10D,1,Science,66
S018,Charith Peiris,10D,1,English,73
S018,Charith Peiris,10D,1,ICT,73
S018,Charith Peiris,10D,1,History,76
S018,Charith Peiris,10D,1,Sinhala,68
S018,Charith Peiris,10D,2,Mathematics,62
S018,Charith Peiris,10D,2,Science,68
S018,Charith Peiris,10D,2,English,62
S018,Charith Peiris,10D,2,ICT,71
S018,Charith Peiris,10D,2,History,65
S018,Charith Peiris,10D,2,Sinhala,73
S019,Lasith Peiris,10D,1,Mathematics,61
S019,Lasith Peiris,10D,1,Science,53
S019,Lasith Peiris,10D,1,English,44
S019,Lasith Peiris,10D,1,ICT,58
S019,Lasith Peiris,10D,1,History,55
S019,Lasith Peiris,10D,1,Sinhala,55
S019,Lasith Peiris,10D,2,Mathematics,64
S019,Lasith Peiris,10D,2,Science,67
S019,Lasith Peiris,10D,2,English,65
S019,Lasith Peiris,10D,2,ICT,67
S019,Lasith Peiris,10D,2,History,68
S019,Lasith Peiris,10D,2,Sinhala,67
S020,Maneth Peiris,10B,1,Mathematics,61
S020,Maneth Peiris,10B,1,Science,58
S020,Maneth Peiris,10B,1,English,65
S020,Maneth Peiris,10B,1,ICT,64
S020,Maneth Peiris,10B,1,History,64
S020,Maneth Peiris,10B,1,Sinhala,62
S020,Maneth Peiris,10B,2,Mathematics,57
S020,Maneth Peiris,10B,2,Science,64
S020,Maneth Peiris,10B,2,English,66
S020,Maneth Peiris,10B,2,ICT,72
S020,Maneth Peiris,10B,2,History,54
S020,Maneth Peiris,10B,2,Sinhala,61
S021,Sashen Alwis,10F,1,Mathematics,24
S021,Sashen Alwis,10F,1,Science,35
S021,Sashen Alwis,10F,1,English,35
S021,Sashen Alwis,10F,1,ICT,42
S021,Sashen Alwis,10F,1,History,36
S021,Sashen Alwis,10F,1,Sinhala,47
S021,Sashen Alwis,10F,2,Mathematics,26
S021,Sashen Alwis,10F,2,Science,38
S021,Sashen Alwis,10F,2,English,35
S021,Sashen Alwis,10F,2,ICT,39
S021,Sashen Alwis,10F,2,History,42
S021,Sashen Alwis,10F,2,Sinhala,44
S022,Ashan Silva,10A,1,Mathematics,59
S022,Ashan Silva,10A,1,Science,46
S022,Ashan Silva,10A,1,English,50
S022,Ashan Silva,10A,1,ICT,53
S022,Ashan Silva,10A,1,History,48
S022,Ashan Silva,10A,1,Sinhala,51
S022,Ashan Silva,10A,2,Mathematics,51
S022,Ashan Silva,10A,2,Science,47
S022,Ashan Silva,10A,2,English,48
S022,Ashan Silva,10A,2,ICT,47
S022,Ashan Silva,10A,2,History,46
S022,Ashan Silva,10A,2,Sinhala,41
S023,Pasan de Silva,10D,1,Mathematics,20
S023,Pasan de Silva,10D,1,Science,30
S023,Pasan de Silva,10D,1,English,21
S023,Pasan de Silva,10D,1,ICT,24
S023,Pasan de Silva,10D,1,History,24
S023,Pasan de Silva,10D,1,Sinhala,33
S023,Pasan de Silva,10D,2,Mathematics,36
S023,Pasan de Silva,10D,2,Science,35
S023,Pasan de Silva,10D,2,English,26
S023,Pasan de Silva,10D,2,ICT,38
S023,Pasan de Silva,10D,2,History,30
S023,Pasan de Silva,10D,2,Sinhala,36
S024,Sashen Abrew,10B,1,Mathematics,67
S024,Sashen Abrew,10B,1,Science,72
S024,Sashen Abrew,10B,1,English,71
S024,Sashen Abrew,10B,1,ICT,72
S024,Sashen Abrew,10B,1,History,68
S024,Sashen Abrew,10B,1,Sinhala,76
S024,Sashen Abrew,10B,2,Mathematics,58
S024,Sashen Abrew,10B,2,Science,51
S024,Sashen Abrew,10B,2,English,60
S024,Sashen Abrew,10B,2,ICT,59
S024,Sashen Abrew,10B,2,History,54
S024,Sashen Abrew,10B,2,Sinhala,61
S025,Kasun Gomes,10D,1,Mathematics,45
S025,Kasun Gomes,10D,1,Science,42
S025,Kasun Gomes,10D,1,English,38
S025,Kasun Gomes,10D,1,ICT,52
S025,Kasun Gomes,10D,1,History,53
S025,Kasun Gomes,10D,1,Sinhala,41
S025,Kasun Gomes,10D,2,Mathematics,42
S025,Kasun Gomes,10D,2,Science,34
S025,Kasun Gomes,10D,2,English,36
S025,Kasun Gomes,10D,2,ICT,38
S025,Kasun Gomes,10D,2,History,41
S025,Kasun Gomes,10D,2,Sinhala,36
S026,Janith Nonis,10A,1,Mathematics,58
S026,Janith Nonis,10A,1,Science,62
S026,Janith Nonis,10A,1,English,59
S026,Janith Nonis,10A,1,ICT,63
S026,Janith Nonis,10A,1,History,57
S026,Janith Nonis,10A,1,Sinhala,63
S026,Janith Nonis,10A,2,Mathematics,63
S026,Janith Nonis,10A,2,Science,66
S026,Janith Nonis,10A,2,English,62
S026,Janith Nonis,10A,2,ICT,67
S026,Janith Nonis,10A,2,History,58
S026,Janith Nonis,10A,2,Sinhala,65
S027,Sashen Mendis,10A,1,Mathematics,55
S027,Sashen Mendis,10A,1,Science,66
S027,Sashen Mendis,10A,1,English,75
S027,Sashen Mendis,10A,1,ICT,80
S027,Sashen Mendis,10A,1,History,69
S027,Sashen Mendis,10A,1,Sinhala,73
S027,Sashen Mendis,10A,2,Mathematics,65
S027,Sashen Mendis,10A,2,Science,58
S027,Sashen Mendis,10A,2,English,75
S027,Sashen Mendis,10A,2,ICT,76
S027,Sashen Mendis,10A,2,History,60
S027,Sashen Mendis,10A,2,Sinhala,77
S028,Ometh Abrew,10D,1,Mathematics,63
S028,Ometh Abrew,10D,1,Science,66
S028,Ometh Abrew,10D,1,English,77
S028,Ometh Abrew,10D,1,ICT,72
S028,Ometh Abrew,10D,1,History,73
S028,Ometh Abrew,10D,1,Sinhala,65
S028,Ometh Abrew,10D,2,Mathematics,70
S028,Ometh Abrew,10D,2,Science,73
S028,Ometh Abrew,10D,2,English,82
S028,Ometh Abrew,10D,2,ICT,81
S028,Ometh Abrew,10D,2,History,81
S028,Ometh Abrew,10D,2,Sinhala,73
S029,Gihan Abrew,10C,1,Mathematics,73
S029,Gihan Abrew,10C,1,Science,66
S029,Gihan Abrew,10C,1,English,87
S029,Gihan Abrew,10C,1,ICT,71
S029,Gihan Abrew,10C,1,History,67
S029,Gihan Abrew,10C,1,Sinhala,69
S029,Gihan Abrew,10C,2,Mathematics,77
S029,Gihan Abrew,10C,2,Science,75
S029,Gihan Abrew,10C,2,English,77
S029,Gihan Abrew,10C,2,ICT,75
S029,Gihan Abrew,10C,2,History,77
S029,Gihan Abrew,10C,2,Sinhala,74
S030,Ashan Alwis,10C,1,Mathematics,35
S030,Ashan Alwis,10C,1,Science,32
S030,Ashan Alwis,10C,1,English,46
S030,Ashan Alwis,10C,1,ICT,47
S030,Ashan Alwis,10C,1,History,43
S030,Ashan Alwis,10C,1,Sinhala,34
S030,Ashan Alwis,10C,2,Mathematics,40
S030,Ashan Alwis,10C,2,Science,49
S030,Ashan Alwis,10C,2,English,45
S030,Ashan Alwis,10C,2,ICT,44
S030,Ashan Alwis,10C,2,History,50
S030,Ashan Alwis,10C,2,Sinhala,42
S031,Uvindu Nonis,10A,1,Mathematics,25
S031,Uvindu Nonis,10A,1,Science,16
S031,Uvindu Nonis,10A,1,English,20
S031,Uvindu Nonis,10A,1,ICT,27
S031,Uvindu Nonis,10A,1,History,24
S031,Uvindu Nonis,10A,1,Sinhala,18
S031,Uvindu Nonis,10A,2,Mathematics,10
S031,Uvindu Nonis,10A,2,Science,12
S031,Uvindu Nonis,10A,2,English,18
S031,Uvindu Nonis,10A,2,ICT,23
S031,Uvindu Nonis,10A,2,History,18
S031,Uvindu Nonis,10A,2,Sinhala,17
S032,Janith Rodrigo,10A,1,Mathematics,60
S032,Janith Rodrigo,10A,1,Science,50
S032,Janith Rodrigo,10A,1,English,63
S032,Janith Rodrigo,10A,1,ICT,78
S032,Janith Rodrigo,10A,1,History,61
S032,Janith Rodrigo,10A,1,Sinhala,69
S032,Janith Rodrigo,10A,2,Mathematics,50
S032,Janith Rodrigo,10A,2,Science,34
S032,Janith Rodrigo,10A,2,English,50
S032,Janith Rodrigo,10A,2,ICT,58
S032,Janith Rodrigo,10A,2,History,38
S032,Janith Rodrigo,10A,2,Sinhala,53
S033,Nadun Almeida,10D,1,Mathematics,61
S033,Nadun Almeida,10D,1,Science,60
S033,Nadun Almeida,10D,1,English,69
S033,Nadun Almeida,10D,1,ICT,65
S033,Nadun Almeida,10D,1,History,67
S033,Nadun Almeida,10D,1,Sinhala,66
S033,Nadun Almeida,10D,2,Mathematics,58
S033,Nadun Almeida,10D,2,Science,61
S033,Nadun Almeida,10D,2,English,60
S033,Nadun Almeida,10D,2,ICT,69
S033,Nadun Almeida,10D,2,History,65
S033,Nadun Almeida,10D,2,Sinhala,70
S034,Charith Alles,10A,1,Mathematics,74
S034,Charith Alles,10A,1,Science,72
S034,Charith Alles,10A,1,English,73
S034,Charith Alles,10A,1,ICT,67
S034,Charith Alles,10A,1,History,70
S034,Charith Alles,10A,1,Sinhala,77
S034,Charith Alles,10A,2,Mathematics,78
S034,Charith Alles,10A,2,Science,74
S034,Charith Alles,10A,2,English,75
S034,Charith Alles,10A,2,ICT,77
S034,Charith Alles,10A,2,History,75
S034,Charith Alles,10A,2,Sinhala,74
S035,Radith Mendis,10F,1,Mathematics,50
S035,Radith Mendis,10F,1,Science,61
S035,Radith Mendis,10F,1,English,58
S035,Radith Mendis,10F,1,ICT,73
S035,Radith Mendis,10F,1,History,71
S035,Radith Mendis,10F,1,Sinhala,66
S035,Radith Mendis,10F,2,Mathematics,62
S035,Radith Mendis,10F,2,Science,66
S035,Radith Mendis,10F,2,English,60
S035,Radith Mendis,10F,2,ICT,69
S035,Radith Mendis,10F,2,History,67
S035,Radith Mendis,10F,2,Sinhala,66
S036,Nadun Silva,10E,1,Mathematics,77
S036,Nadun Silva,10E,1,Science,74
S036,Nadun Silva,10E,1,English,98
S036,Nadun Silva,10E,1,ICT,82
S036,Nadun Silva,10E,1,History,84
S036,Nadun Silva,10E,1,Sinhala,74
S036,Nadun Silva,10E,2,Mathematics,70
S036,Nadun Silva,10E,2,Science,72
S036,Nadun Silva,10E,2,English,76
S036,Nadun Silva,10E,2,ICT,81
S036,Nadun Silva,10E,2,History,74
S036,Nadun Silva,10E,2,Sinhala,66
S037,Sashen Thabrew,10E,1,Mathematics,56
S037,Sashen Thabrew,10E,1,Science,58
S037,Sashen Thabrew,10E,1,English,51
S037,Sashen Thabrew,10E,1,ICT,59
S037,Sashen Thabrew,10E,1,History,58
S037,Sashen Thabrew,10E,1,Sinhala,58
S037,Sashen Thabrew,10E,2,Mathematics,56
S037,Sashen Thabrew,10E,2,Science,50
S037,Sashen Thabrew,10E,2,English,50
S037,Sashen Thabrew,10E,2,ICT,57
S037,Sashen Thabrew,10E,2,History,57
S037,Sashen Thabrew,10E,2,Sinhala,52
S038,Ishan Fernando,10E,1,Mathematics,45
S038,Ishan Fernando,10E,1,Science,43
S038,Ishan Fernando,10E,1,English,49
S038,Ishan Fernando,10E,1,ICT,47
S038,Ishan Fernando,10E,1,History,52
S038,Ishan Fernando,10E,1,Sinhala,47
S038,Ishan Fernando,10E,2,Mathematics,34
S038,Ishan Fernando,10E,2,Science,31
S038,Ishan Fernando,10E,2,English,42
S038,Ishan Fernando,10E,2,ICT,38
S038,Ishan Fernando,10E,2,History,39
S038,Ishan Fernando,10E,2,Sinhala,33
S039,Ishan Almeida,10F,1,Mathematics,65
S039,Ishan Almeida,10F,1,Science,72
S039,Ishan Almeida,10F,1,English,77
S039,Ishan Almeida,10F,1,ICT,66
S039,Ishan Almeida,10F,1,History,71
S039,Ishan Almeida,10F,1,Sinhala,76
S039,Ishan Almeida,10F,2,Mathematics,75
S039,Ishan Almeida,10F,2,Science,76
S039,Ishan Almeida,10F,2,English,80
S039,Ishan Almeida,10F,2,ICT,79
S039,Ishan Almeida,10F,2,History,86
S039,Ishan Almeida,10F,2,Sinhala,92
S040,Dasun Rodrigo,10E,1,Mathematics,68
S040,Dasun Rodrigo,10E,1,Science,79
S040,Dasun Rodrigo,10E,1,English,75
S040,Dasun Rodrigo,10E,1,ICT,87
S040,Dasun Rodrigo,10E,1,History,75
S040,Dasun Rodrigo,10E,1,Sinhala,70
S040,Dasun Rodrigo,10E,2,Mathematics,80
S040,Dasun Rodrigo,10E,2,Science,89
S040,Dasun Rodrigo,10E,2,English,86
S040,Dasun Rodrigo,10E,2,ICT,97
S040,Dasun Rodrigo,10E,2,History,98
S040,Dasun Rodrigo,10E,2,Sinhala,85
S041,Sashen Nonis,10F,1,Mathematics,75
S041,Sashen Nonis,10F,1,Science,74
S041,Sashen Nonis,10F,1,English,82
S041,Sashen Nonis,10F,1,ICT,84
S041,Sashen Nonis,10F,1,History,77
S041,Sashen Nonis,10F,1,Sinhala,94
S041,Sashen Nonis,10F,2,Mathematics,80
S041,Sashen Nonis,10F,2,Science,76
S041,Sashen Nonis,10F,2,English,79
S041,Sashen Nonis,10F,2,ICT,83
S041,Sashen Nonis,10F,2,History,78
S041,Sashen Nonis,10F,2,Sinhala,97
S042,Sashen Fernando,10D,1,Mathematics,31
S042,Sashen Fernando,10D,1,Science,28
S042,Sashen Fernando,10D,1,English,37
S042,Sashen Fernando,10D,1,ICT,50
S042,Sashen Fernando,10D,1,History,33
S042,Sashen Fernando,10D,1,Sinhala,33
S042,Sashen Fernando,10D,2,Mathematics,35
S042,Sashen Fernando,10D,2,Science,37
S042,Sashen Fernando,10D,2,English,43
S042,Sashen Fernando,10D,2,ICT,47
S042,Sashen Fernando,10D,2,History,31
S042,Sashen Fernando,10D,2,Sinhala,34
S043,Uvindu Mendis,10D,1,Mathematics,69
S043,Uvindu Mendis,10D,1,Science,81
S043,Uvindu Mendis,10D,1,English,70
S043,Uvindu Mendis,10D,1,ICT,76
S043,Uvindu Mendis,10D,1,History,79
S043,Uvindu Mendis,10D,1,Sinhala,81
S043,Uvindu Mendis,10D,2,Mathematics,66
S043,Uvindu Mendis,10D,2,Science,74
S043,Uvindu Mendis,10D,2,English,73
S043,Uvindu Mendis,10D,2,ICT,76
S043,Uvindu Mendis,10D,2,History,76
S043,Uvindu Mendis,10D,2,Sinhala,76
S044,Eshan Nonis,10E,1,Mathematics,71
S044,Eshan Nonis,10E,1,Science,71
S044,Eshan Nonis,10E,1,English,67
S044,Eshan Nonis,10E,1,ICT,86
S044,Eshan Nonis,10E,1,History,61
S044,Eshan Nonis,10E,1,Sinhala,63
S044,Eshan Nonis,10E,2,Mathematics,80
S044,Eshan Nonis,10E,2,Science,82
S044,Eshan Nonis,10E,2,English,78
S044,Eshan Nonis,10E,2,ICT,95
S044,Eshan Nonis,10E,2,History,81
S044,Eshan Nonis,10E,2,Sinhala,82
S045,Thineth Nonis,10D,1,Mathematics,56
S045,Thineth Nonis,10D,1,Science,60
S045,Thineth Nonis,10D,1,English,52
S045,Thineth Nonis,10D,1,ICT,73
S045,Thineth Nonis,10D,1,History,54
S045,Thineth Nonis,10D,1,Sinhala,58
S045,Thineth Nonis,10D,2,Mathematics,74
S045,Thineth Nonis,10D,2,Science,75
S045,Thineth Nonis,10D,2,English,74
S045,Thineth Nonis,10D,2,ICT,83
S045,Thineth Nonis,10D,2,History,72
S045,Thineth Nonis,10D,2,Sinhala,74
S046,Hasith Almeida,10A,1,Mathematics,55
S046,Hasith Almeida,10A,1,Science,48
S046,Hasith Almeida,10A,1,English,55
S046,Hasith Almeida,10A,1,ICT,45
S046,Hasith Almeida,10A,1,History,57
S046,Hasith Almeida,10A,1,Sinhala,44
S046,Hasith Almeida,10A,2,Mathematics,42
S046,Hasith Almeida,10A,2,Science,51
S046,Hasith Almeida,10A,2,English,57
S046,Hasith Almeida,10A,2,ICT,51
S046,Hasith Almeida,10A,2,History,53
S046,Hasith Almeida,10A,2,Sinhala,51
S047,Thineth Mendis,10A,1,Mathematics,54
S047,Thineth Mendis,10A,1,Science,68
S047,Thineth Mendis,10A,1,English,75
S047,Thineth Mendis,10A,1,ICT,70
S047,Thineth Mendis,10A,1,History,64
S047,Thineth Mendis,10A,1,Sinhala,70
S047,Thineth Mendis,10A,2,Mathematics,59
S047,Thineth Mendis,10A,2,Science,69
S047,Thineth Mendis,10A,2,English,64
S047,Thineth Mendis,10A,2,ICT,61
S047,Thineth Mendis,10A,2,History,65
S047,Thineth Mendis,10A,2,Sinhala,65
S048,Lasith Gomes,10C,1,Mathematics,67
S048,Lasith Gomes,10C,1,Science,71
S048,Lasith Gomes,10C,1,English,67
S048,Lasith Gomes,10C,1,ICT,80
S048,Lasith Gomes,10C,1,History,74
S048,Lasith Gomes,10C,1,Sinhala,77
S048,Lasith Gomes,10C,2,Mathematics,68
S048,Lasith Gomes,10C,2,Science,80
S048,Lasith Gomes,10C,2,English,74
S048,Lasith Gomes,10C,2,ICT,78
S048,Lasith Gomes,10C,2,History,71
S048,Lasith Gomes,10C,2,Sinhala,79
S049,Ometh Nonis,10D,1,Mathematics,32
S049,Ometh Nonis,10D,1,Science,40
S049,Ometh Nonis,10D,1,English,39
S049,Ometh Nonis,10D,1,ICT,40
S049,Ometh Nonis,10D,1,History,45
S049,Ometh Nonis,10D,1,Sinhala,38
S049,Ometh Nonis,10D,2,Mathematics,34
S049,Ometh Nonis,10D,2,Science,42
S049,Ometh Nonis,10D,2,English,38
S049,Ometh Nonis,10D,2,ICT,39
S049,Ometh Nonis,10D,2,History,50
S049,Ometh Nonis,10D,2,Sinhala,47
S050,Dasun Almeida,10D,1,Mathematics,81
S050,Dasun Almeida,10D,1,Science,69
S050,Dasun Almeida,10D,1,English,85
S050,Dasun Almeida,10D,1,ICT,74
S050,Dasun Almeida,10D,1,History,77
S050,Dasun Almeida,10D,1,Sinhala,77
S050,Dasun Almeida,10D,2,Mathematics,59
S050,Dasun Almeida,10D,2,Science,71
S050,Dasun Almeida,10D,2,English,65
S050,Dasun Almeida,10D,2,ICT,68
S050,Dasun Almeida,10D,2,History,64
S050,Dasun Almeida,10D,2,Sinhala,70
S051,Ashan Mendis,10A,1,Mathematics,43
S051,Ashan Mendis,10A,1,Science,62
S051,Ashan Mendis,10A,1,English,51
S051,Ashan Mendis,10A,1,ICT,51
S051,Ashan Mendis,10A,1,History,50
S051,Ashan Mendis,10A,1,Sinhala,60
S051,Ashan Mendis,10A,2,Mathematics,45
S051,Ashan Mendis,10A,2,Science,55
S051,Ashan Mendis,10A,2,English,51
S051,Ashan Mendis,10A,2,ICT,50
S051,Ashan Mendis,10A,2,History,55
S051,Ashan Mendis,10A,2,Sinhala,61
S052,Thineth de Silva,10E,1,Mathematics,88
S052,Thineth de Silva,10E,1,Science,82
S052,Thineth de Silva,10E,1,English,82
S052,Thineth de Silva,10E,1,ICT,89
S052,Thineth de Silva,10E,1,History,86
